Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Senegal,SEN,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.300454709,,,,,,,,,,4.28886935,,,,,,,,,,,,,,,4.26414073,,,,,,,,
Singapore,SGP,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.319534061,,,,,,,,,,6.943379072,,,,,,,,,,,,,,,6.596204072,,,,,,,,
Solomon Islands,SLB,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.285024269,,,,,,,,,,7.27595633,,,,,,,,,,,,,,,7.263445171,,,,,,,,
Sierra Leone,SLE,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.227365546,,,,,,,,,,5.223804816,,,,,,,,,,,,,,,5.203343067,,,,,,,,
El Salvador,SLV,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.587528696,,,,,,,,,,3.568212508,,,,,,,,,,,,,,,3.557962053,,,,,,,,
San Marino,SMR,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Somalia,SOM,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236239696,,,,,,,,,,0.236239696,,,,,,,,,,,,,,,0.235993423,,,,,,,,
Serbia,SRB,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.421116172,,,,,,,,,,0.424946629,,,,,,,,,,,,,,,0.41643347,,,,,,,,
South Sudan,SSD,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Sub-Saharan Africa,SSF,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.421602435,,,,,,,,,,0.425431377,,,,,,,,,,,,,,,0.416908127,,,,,,,,
Small states,SST,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.160261514,,,,,,,,,,2.160201742,,,,,,,,,,,,,,,2.152936611,,,,,,,,
Sao Tome and Principe,STP,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.293695161,,,,,,,,,,3.287954121,,,,,,,,,,,,,,,3.28856703,,,,,,,,
Suriname,SUR,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.281078508,,,,,,,,,,6.251529464,,,,,,,,,,,,,,,6.213732382,,,,,,,,
Slovak Republic,SVK,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Slovenia,SVN,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048780551,,,,,,,,,,0.048780551,,,,,,,,,,,,,,,0.04497115,,,,,,,,
Sweden,SWE,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.935907595,,,,,,,,,,0.933667958,,,,,,,,,,,,,,,0.929915299,,,,,,,,
Eswatini,SWZ,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Sint Maarten (Dutch part),SXM,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.88880281,,,,,,,,,,12.14143122,,,,,,,,,,,,,,,8.046458092,,,,,,,,
Seychelles,SYC,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.38692362,,,,,,,,,,25.31297256,,,,,,,,,,,,,,,25.0685933,,,,,,,,
Syrian Arab Republic,SYR,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017830666,,,,,,,,,,0.016721978,,,,,,,,,,,,,,,0.016729451,,,,,,,,
Turks and Caicos Islands,TCA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.31447559,,,,,,,,,,63.13509578,,,,,,,,,,,,,,,62.87372224,,,,,,,,
Chad,TCD,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.167330704,,,,,,,,,,2.11908515,,,,,,,,,,,,,,,2.058678822,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.554957581,,,,,,,,,,0.554176103,,,,,,,,,,,,,,,0.553693352,,,,,,,,
Togo,TGO,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359671756,,,,,,,,,,0.351472153,,,,,,,,,,,,,,,0.3481321,,,,,,,,
Thailand,THA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.820673612,,,,,,,,,,3.644516145,,,,,,,,,,,,,,,3.455507691,,,,,,,,
Tajikistan,TJK,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Turkmenistan,TKM,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.146250283,,,,,,,,,,1.143453314,,,,,,,,,,,,,,,1.140398935,,,,,,,,
Timor-Leste,TLS,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.539480607,,,,,,,,,,1.521934127,,,,,,,,,,,,,,,1.515745387,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.583388274,,,,,,,,,,0.573061559,,,,,,,,,,,,,,,0.560674724,,,,,,,,
Tonga,TON,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.59570328,,,,,,,,,,16.68949,,,,,,,,,,,,,,,16.68949,,,,,,,,
South Asia (IDA & IBRD),TSA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.241104159,,,,,,,,,,1.214532645,,,,,,,,,,,,,,,1.186175514,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.421602435,,,,,,,,,,0.425431377,,,,,,,,,,,,,,,0.416908127,,,,,,,,
Trinidad and Tobago,TTO,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.557667224,,,,,,,,,,6.461151971,,,,,,,,,,,,,,,6.301599122,,,,,,,,
Tunisia,TUN,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.291921123,,,,,,,,,,1.2755383,,,,,,,,,,,,,,,1.256979615,,,,,,,,
Turkiye,TUR,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.511145004,,,,,,,,,,0.499787022,,,,,,,,,,,,,,,0.48906245,,,,,,,,
Tuvalu,TUV,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.01713143,,,,,,,,,,68.01713143,,,,,,,,,,,,,,,68.01713143,,,,,,,,
Tanzania,TZA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170787277,,,,,,,,,,0.169845548,,,,,,,,,,,,,,,0.169125614,,,,,,,,
Uganda,UGA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Ukraine,UKR,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.781073292,,,,,,,,,,0.781852467,,,,,,,,,,,,,,,0.782782242,,,,,,,,
Upper middle income,UMC,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.831525402,,,,,,,,,,0.817345209,,,,,,,,,,,,,,,0.801095575,,,,,,,,
Uruguay,URY,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.592140588,,,,,,,,,,0.587098818,,,,,,,,,,,,,,,0.584311392,,,,,,,,
United States,USA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41284603,,,,,,,,,,1.407312489,,,,,,,,,,,,,,,1.400353404,,,,,,,,
Uzbekistan,UZB,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
St. Vincent and the Grenadines,VCT,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.028920569,,,,,,,,,,6.962192669,,,,,,,,,,,,,,,6.936495717,,,,,,,,
"Venezuela, RB",VEN,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.538469706,,,,,,,,,,1.534994689,,,,,,,,,,,,,,,1.530476328,,,,,,,,
British Virgin Islands,VGB,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.88600151,,,,,,,,,,41.19091134,,,,,,,,,,,,,,,40.58439562,,,,,,,,
Virgin Islands (U.S.),VIR,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95062059,,,,,,,,,,12.65928677,,,,,,,,,,,,,,,12.48533364,,,,,,,,
Viet Nam,VNM,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.13360575,,,,,,,,,,12.58175646,,,,,,,,,,,,,,,12.25355302,,,,,,,,
Vanuatu,VUT,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.204812632,,,,,,,,,,4.193770729,,,,,,,,,,,,,,,4.178582573,,,,,,,,
World,WLD,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01806987,,,,,,,,,,1.011758255,,,,,,,,,,,,,,,0.997379483,,,,,,,,
Samoa,WSM,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.070774971,,,,,,,,,,2.059896945,,,,,,,,,,,,,,,1.991340148,,,,,,,,
Kosovo,XKX,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.379597467,,,,,,,,,,0.377256008,,,,,,,,,,,,,,,0.373105422,,,,,,,,
South Africa,ZAF,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108752696,,,,,,,,,,0.107651739,,,,,,,,,,,,,,,0.106017277,,,,,,,,
Zambia,ZMB,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Zimbabwe,ZWE,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
